File,params,nombre de firmes,nombre d actions,montant ttl declaré,salariés ttl declarés,ressources estimées,nb tiers,Cibles,tiers,incoherences clients/tiers_tiers pas clients,incoherences clients/tiers_clients pas trouvés,incoherences clients/tiers_unique clients pas trouvés,classifs_tiers_prive,classifs_tiers_syndicat,classifs_tiers_public,classifs_tiers_collectivite,classif_tiers_%_prive,classif_tiers_%_syndicat,classif_tiers_%_public,classif_tiers_%_collectivite,syndicats agricole,syndicats agricole_%,outliers et données manquantes_valeurs imputées,outliers et données manquantes_montant total calculé,outliers et données manquantes_salariés total calculé,intitulés actions,actions_par_classe_prive,actions_par_classe_syndicat,actions_par_classe_public,actions_par_classe_collectivite,"actions_par_secteur_Construction, logement, aménagement du territoire",actions_par_secteur_Aide et protection sociale,actions_par_secteur_Enseignement et recherche,actions_par_secteur_Droits de l'homme et libertés,actions_par_secteur_Industries de télécommunications et du numérique,actions_par_secteur_Santé et bien-être,"actions_par_secteur_Banques, assurances, finance",actions_par_secteur_Economie et finances publiques,actions_par_secteur_Energie,actions_par_secteur_Environnement et développement durable,actions_par_secteur_Justice et sécurité,"actions_par_secteur_Culture,loisirs, tourisme, Médias",actions_par_secteur_Transport et logistique,actions_par_secteur_Agriculture et alimentation,actions_par_secteur_Gouvernance et institutions publiques,actions_par_secteur_NA,"croisement secteur/classif_Construction, logement, aménagement du territoire",croisement secteur/classif_Aide et protection sociale,croisement secteur/classif_Enseignement et recherche,croisement secteur/classif_Droits de l'homme et libertés,croisement secteur/classif_Industries de télécommunications et du numérique,croisement secteur/classif_Santé et bien-être,"croisement secteur/classif_Banques, assurances, finance",croisement secteur/classif_Economie et finances publiques,croisement secteur/classif_Energie,croisement secteur/classif_Environnement et développement durable,croisement secteur/classif_Justice et sécurité,"croisement secteur/classif_Culture,loisirs, tourisme, Médias",croisement secteur/classif_Transport et logistique,croisement secteur/classif_Agriculture et alimentation,croisement secteur/classif_Gouvernance et institutions publiques,croisement secteur/classif_NA,croisement cibles classif_Titulaire d'un emploi à la décision du Gouvernement,croisement cibles classif_Premier ministre,croisement cibles classif_Collaborateur du Président de la République,"croisement cibles classif_Député, sénateur, collaborateur, agents des services des assemblées",croisement cibles classif_NA,croisement cibles classif_Membre du Gouvernement ou membre de cabinet ministériel,"croisement cibles classif_Agent de l’État, d’un centre hospitalier, ou d’une collectivité territoriale",croisement cibles classif_Direction autorité administrative ou publique indépendante,croisement cibles classif_Élu ou membre de cabinet d'une collectivité territoriale
