action;période;cabinet;budget estimé;clients;"score" de l'action;représentants visés;secteurs;classif

PPL vente illicite de tabac : augmenter de trois à quatres années les sanctions pénales applicables à la fabrication, à la détention et au trafic de tabac;01-01-2023-31-12-2023;PHILIP MORRIS FRANCE;27364.9€;['PHILIP MORRIS FRANCE'];9;['Député, sénateur, collaborateur, agents des services des assemblées'];['Justice'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
PJL Douanes : harmoniser dans la législation l’augmentation des peines encourues dans le cadre de trafics de tabac ;01-01-2023-31-12-2023;PHILIP MORRIS FRANCE;27364.9€;['PHILIP MORRIS FRANCE'];9;['Député, sénateur, collaborateur, agents des services des assemblées'];['Justice'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Conditionner, dans le PLFSS pour 2024, l’évolution des trajectoires fiscales « Tabac » à la réalisation d’études scientifiques relatives aux nouveaux produits du tabac.;01-01-2023-31-12-2023;LYSIOS;22.6€;['PHILIP MORRIS FRANCE'];11;['Député, sénateur, collaborateur, agents des services des assemblées'];['Economie', 'Finances publiques', 'Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Demande d’entretien, suite au dépôt de votre question écrite sur la hausse de la prévalence tabagique en France et évaluation des alternatives à la cigarette.;01-01-2023-31-12-2023;FORWARD PARTNERS;10937.5€;['BRITISH AMERICAN TOBACCO FRANCE'];9;['Député, sénateur, collaborateur, agents des services des assemblées'];['Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Demande d'entretien suite au dépôt d'une question écrite sur la lutte contre le marché parallèle de tabac;01-01-2023-31-12-2023;FORWARD PARTNERS;10937.5€;['BRITISH AMERICAN TOBACCO FRANCE'];9;['Député, sénateur, collaborateur, agents des services des assemblées'];['Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Demander un encadrement réglementaire et législatif des produits du vapotage et des nouveaux produits du tabac.;01-01-2023-31-12-2023;FORWARD PARTNERS;12152.8€;['BRITISH AMERICAN TOBACCO FRANCE'];10;['Député, sénateur, collaborateur, agents des services des assemblées'];['Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Envoi d'une note concernant la réunion de préparation de la COP 10 et de la Convention-cadre de l'OMS sur les nouveaux produits de la nicotine;01-01-2023-31-12-2023;FORWARD PARTNERS;14583.3€;['BRITISH AMERICAN TOBACCO FRANCE'];12;['Collaborateur du Président de la République', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre', 'Agent de l’État, d’un centre hospitalier, ou d’une collectivité territoriale'];['Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Evoquer les aspects fiscaux du tabac et la trajectoire fiscale pour les années à venir, l'encadrement législatif et réglementaire mais également fiscal des sachets de nicotine;01-01-2023-31-12-2023;FORWARD PARTNERS;13368.1€;['BRITISH AMERICAN TOBACCO FRANCE'];11;['Collaborateur du Président de la République', 'Premier ministre'];['Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
Demande d'une présentation d'une étude de la société Webdrone, commandée par BAT, sur le rôle des réseaux sociaux dans la mise en place de points de vente en ligne de tabacs;01-01-2023-31-12-2023;FORWARD PARTNERS;12152.8€;['BRITISH AMERICAN TOBACCO FRANCE'];10;['Collaborateur du Président de la République', 'Membre du Gouvernement ou membre de cabinet ministériel', 'Premier ministre'];['Santé'];prive:100.0;syndicat:0.0;public:0.0;collectivite:0.0
PLFSS : demande d'une augmentation des taxes sur les produits du tabac;01-01-2023-31-12-2023;CNCT;518.9€;['CNCT'];11;['Député, sénateur, collaborateur, agents des services des assemblées', 'Membre du Gouvernement ou membre de cabinet ministériel'];['Santé'];prive:0.0;syndicat:0.0;public:100.0;collectivite:0.0
